Base,MD,FY,Manpower_Ops,Manpower_Mx,Manpower_Support_Staff,Operating_Material,Mx_Consumables,Mx_DLR,Mx_Depot_AC,Mx_Depot_Missile,Mx_Depot_Engine,CLS,Total_O.S,Avg_Inv,TAI,End_Strength,FH
PETERSON AFB (CO),LAUNCH RANGE,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11611284,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11152161,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9579518,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,2008,184644,NA,66925,NA,NA,NA,NA,NA,NA,NA,13838368,NA,NA,3,NA
PETERSON AFB (CO),LAUNCH RANGE,2009,228784,NA,61636,NA,NA,NA,NA,NA,NA,NA,17439341,NA,NA,3,NA
PETERSON AFB (CO),LAUNCH RANGE,2010,234665,NA,96379,NA,NA,NA,NA,NA,NA,NA,19539095,NA,NA,2,NA
PETERSON AFB (CO),LAUNCH RANGE,2011,410779,NA,161811,NA,33692,NA,NA,NA,NA,NA,13779761,NA,NA,5,NA
PETERSON AFB (CO),LAUNCH RANGE,2012,224678,NA,106391,NA,32695,NA,NA,NA,NA,NA,11075776,NA,NA,2,NA
PETERSON AFB (CO),LAUNCH RANGE,2013,69613,NA,91427,NA,NA,NA,NA,NA,NA,NA,161040,NA,NA,1,NA
PETERSON AFB (CO),MCCC,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897275,NA,NA,1,NA
PETERSON AFB (CO),MCCC,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905271,NA,NA,1,NA
PETERSON AFB (CO),MCCC,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923072,NA,NA,1,NA
PETERSON AFB (CO),MCCC,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448061,NA,NA,NA,NA
PETERSON AFB (CO),MCCC,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909593,NA,NA,NA,NA
PETERSON AFB (CO),MCCC,2001,NA,NA,NA,163162,NA,NA,NA,NA,NA,NA,8724541,NA,NA,NA,NA
PETERSON AFB (CO),MCCC,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1523140,NA,NA,NA,NA
PETERSON AFB (CO),MCCC,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1686088,NA,NA,NA,NA
PETERSON AFB (CO),MCCC,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740151,NA,NA,NA,NA
PETERSON AFB (CO),MCCC,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,4930129,6764056,NA,NA,NA,NA
PETERSON AFB (CO),MCCC,2006,169446,NA,NA,NA,NA,NA,NA,NA,NA,4916823,6745829,NA,NA,3,NA
PETERSON AFB (CO),MCCC,2007,371155,NA,NA,NA,NA,NA,NA,NA,NA,3999123,6372646,NA,NA,5,NA
PETERSON AFB (CO),MCCC,2008,820430,NA,NA,NA,NA,NA,NA,NA,NA,4926093,8490712,NA,NA,14,NA
PETERSON AFB (CO),MCCC,2009,854852,NA,155957,NA,NA,NA,NA,NA,NA,4281815,6763176,NA,NA,14,NA
PETERSON AFB (CO),MCCC,2010,NA,NA,307406,NA,NA,NA,NA,NA,NA,5311795,6563448,NA,NA,10,NA
PETERSON AFB (CO),MCCC,2011,NA,NA,NA,12218,NA,NA,NA,NA,NA,NA,702475,NA,NA,3,NA
PETERSON AFB (CO),MCCC,2012,NA,NA,NA,17321,NA,NA,NA,NA,NA,NA,1338752,NA,NA,NA,NA
PETERSON AFB (CO),MCCC,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303130,NA,NA,NA,NA
PETERSON AFB (CO),MCCC,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112894,NA,NA,NA,NA
PETERSON AFB (CO),MLV,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9622117,NA,NA,NA,NA
PETERSON AFB (CO),MLV,2005,NA,NA,NA,13981,NA,NA,NA,NA,NA,NA,21549,NA,NA,NA,NA
PETERSON AFB (CO),MLV,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,NA,NA,NA,NA
PETERSON AFB (CO),NDS,1997,NA,NA,NA,5672,NA,NA,NA,NA,NA,NA,208027,NA,NA,NA,NA
PETERSON AFB (CO),NDS,1998,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,111315,NA,NA,NA,NA
PETERSON AFB (CO),NDS,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20242,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24219,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2152,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15851,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13358,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6265,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112089,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785290,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595141,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005024,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802435,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237237,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272345,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,12454921,12707938,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,13444369,13869182,NA,NA,NA,NA
PETERSON AFB (CO),NDS,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,13537735,14201301,NA,NA,NA,NA
PETERSON AFB (CO),ORS,2007,NA,NA,NA,9681483,15372,NA,NA,NA,NA,NA,12732373,NA,NA,NA,NA
PETERSON AFB (CO),ORS,2008,NA,NA,NA,303498,NA,NA,NA,NA,NA,NA,2608614,NA,NA,NA,NA
PETERSON AFB (CO),ORS,2010,NA,NA,NA,6981,NA,NA,NA,NA,NA,NA,6981,NA,NA,NA,NA
PETERSON AFB (CO),ORS,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
PETERSON AFB (CO),SBIRS,1997,214240,NA,66184,NA,NA,NA,NA,NA,NA,NA,280424,NA,NA,4,NA
PETERSON AFB (CO),SBIRS,1998,2634532,NA,458535,NA,NA,NA,NA,NA,NA,NA,3093067,NA,NA,40,NA
PETERSON AFB (CO),SBIRS,1999,6916916,NA,683569,NA,NA,NA,NA,NA,NA,NA,7738360,NA,NA,103,NA
PETERSON AFB (CO),SBIRS,2000,1094582,NA,684358,345827,7834,NA,NA,NA,NA,NA,16200962,NA,NA,23,NA
PETERSON AFB (CO),SBIRS,2001,1133861,NA,782345,304565,1943,NA,NA,NA,NA,NA,31663036,NA,NA,25,NA
PETERSON AFB (CO),SBIRS,2002,1361040,NA,2139076,224392,1100781,1464125,NA,NA,NA,NA,37159275,NA,NA,31,NA
PETERSON AFB (CO),SBIRS,2003,1558270,NA,2216897,1294901,54824,1553482,NA,NA,NA,NA,57447486,NA,NA,31,NA
PETERSON AFB (CO),SBIRS,2004,1557327,NA,1136591,250003,83267,1657523,NA,NA,NA,34227138,83822438,NA,NA,27,NA
PETERSON AFB (CO),SBIRS,2005,1235884,NA,677005,146083,NA,NA,NA,NA,NA,36775013,79794561,NA,NA,19,NA
PETERSON AFB (CO),SBIRS,2006,1357590,NA,151648,297803,2969,NA,NA,NA,NA,40616459,90951923,NA,NA,14,NA
PETERSON AFB (CO),SBIRS,2007,1307864,NA,40313,313340,NA,NA,NA,NA,NA,51513534,102661524,NA,NA,12,NA
PETERSON AFB (CO),SBIRS,2008,NA,NA,NA,676313,NA,NA,NA,NA,NA,69588668,107123671,NA,NA,NA,NA
PETERSON AFB (CO),SBIRS,2009,NA,NA,NA,185523,NA,NA,NA,NA,NA,86104589,125966819,NA,NA,NA,NA
PETERSON AFB (CO),SBIRS,2010,NA,NA,NA,124704,NA,NA,NA,NA,NA,74470968,117527526,NA,NA,NA,NA
PETERSON AFB (CO),SBIRS,2011,NA,NA,NA,207277,NA,NA,NA,NA,NA,85482410,126313070,NA,NA,1,NA
PETERSON AFB (CO),SBIRS,2012,NA,NA,NA,144455,104543,NA,NA,NA,NA,70898441,100399665,NA,NA,1,NA
PETERSON AFB (CO),SBIRS,2013,NA,NA,NA,64871,NA,NA,NA,NA,NA,75685168,99123997,NA,NA,1,NA
PETERSON AFB (CO),SBIRS,2014,NA,NA,NA,120074,1091,NA,NA,NA,NA,120138005,132957757,NA,NA,NA,NA
PETERSON AFB (CO),SLBM RADAR WARNING,1996,4023006,223417,4546499,86788,461194,-144915,NA,NA,NA,824112,30887826,NA,NA,139,NA
PETERSON AFB (CO),SLBM RADAR WARNING,1997,4089416,277688,4287264,115300,276665,91428,NA,NA,NA,837785,29453156,NA,NA,134,NA
PETERSON AFB (CO),SLBM RADAR WARNING,1998,4077892,234311,3894617,104658,287287,-107802,NA,NA,NA,1206410,30249325,NA,NA,127,NA
PETERSON AFB (CO),SLBM RADAR WARNING,1999,3629141,129262,3223115,532657,666867,39239,NA,NA,NA,946508,30213442,NA,NA,127,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2000,3842660,157267,2746435,64376,1274238,861122,NA,NA,NA,1108378,27621759,NA,NA,122,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2001,4362743,290326,3844374,177685,1520108,6130713,NA,NA,NA,1744148,35120520,NA,NA,132,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2002,4922205,215345,5250148,354701,697057,4646344,NA,NA,NA,NA,34013493,NA,NA,155,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2003,4701674,131803,5002211,102547,480970,4913484,NA,NA,NA,NA,31494869,NA,NA,144,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2004,4114426,236270,5095392,98079,1042937,5458903,NA,NA,NA,NA,34161046,NA,NA,147,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2005,4233931,220852,5129852,62770,850235,6799422,NA,NA,NA,NA,34497344,NA,NA,150,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2006,3373584,143195,5171722,163973,1193137,13515035,NA,NA,NA,NA,42087829,NA,NA,135,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2007,2729660,344737,4872296,169594,860494,6052950,NA,NA,NA,NA,32541005,NA,NA,125,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2008,2747209,393774,5687738,126345,829391,3238172,NA,NA,NA,NA,30876047,NA,NA,121,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2009,2397669,241229,6945261,153403,342827,2263586,NA,NA,NA,NA,56758126,NA,NA,123,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2010,2655451,204345,6223144,61086,610164,604174,NA,NA,NA,NA,28517613,NA,NA,122,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2011,2732513,129373,6280118,60192,842921,3814290,NA,NA,NA,NA,31602541,NA,NA,125,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2012,2901612,72651,6079854,100986,636821,526958,NA,NA,NA,NA,28221236,NA,NA,117,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2013,2982657,NA,5356563,22437,366092,995359,NA,NA,NA,NA,26960495,NA,NA,113,NA
PETERSON AFB (CO),SLBM RADAR WARNING,2014,2919494,109198,5631709,81919,461456,1187387,NA,NA,NA,NA,43526835,NA,NA,125,NA
PETERSON AFB (CO),SPACE DEFENSE,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480999,NA,NA,NA,NA
PETERSON AFB (CO),SPACE OPS,1996,NA,NA,NA,11835,3747,NA,NA,NA,NA,NA,37942,NA,NA,NA,NA
PETERSON AFB (CO),SPACE OPS,1997,NA,NA,NA,8929,4166,NA,NA,NA,NA,NA,38051,NA,NA,NA,NA
PETERSON AFB (CO),SPACE OPS,1998,NA,NA,254541,165498,59998,384,NA,NA,NA,NA,573466,NA,NA,NA,NA
PETERSON AFB (CO),SPACE OPS,1999,173543,NA,291600,NA,NA,NA,NA,NA,NA,NA,512221,NA,NA,115,NA
PETERSON AFB (CO),SPACE OPS,2000,196294,NA,279752,NA,NA,NA,NA,NA,NA,NA,523094,NA,NA,119,NA
PETERSON AFB (CO),SPACE OPS,2001,1401422,NA,833175,NA,NA,NA,NA,NA,NA,NA,2274938,NA,NA,148,NA
PETERSON AFB (CO),SPACE OPS,2002,4488193,6719,1846529,366606,82264,NA,NA,NA,NA,NA,33493526,NA,NA,215,NA
PETERSON AFB (CO),SPACE OPS,2003,5024850,NA,2609049,906246,110450,NA,NA,NA,NA,NA,24686574,NA,NA,240,NA
PETERSON AFB (CO),SPACE OPS,2004,5500551,NA,2861113,422498,29555,NA,NA,NA,NA,NA,26179021,NA,NA,280,NA
PETERSON AFB (CO),SPACE OPS,2005,5509847,NA,2802993,451168,34160,NA,NA,NA,NA,NA,26604081,NA,NA,327,NA
PETERSON AFB (CO),SPACE OPS,2006,5681632,NA,3385144,179933,60969,NA,NA,NA,NA,NA,23021359,NA,NA,325,NA
PETERSON AFB (CO),SPACE OPS,2007,6008604,89781,5455584,594498,18331,NA,NA,NA,NA,NA,33660133,NA,NA,345,NA
PETERSON AFB (CO),SPACE OPS,2008,8133816,NA,4789835,385523,989,NA,NA,NA,NA,NA,36179705,NA,NA,295,NA
PETERSON AFB (CO),SPACE OPS,2009,9741396,NA,5749265,590820,NA,NA,NA,NA,NA,NA,37487489,NA,NA,294,NA
PETERSON AFB (CO),SPACE OPS,2010,10722135,NA,6327795,457134,7140,NA,NA,NA,NA,NA,32151834,NA,NA,316,NA
PETERSON AFB (CO),SPACE OPS,2011,10057646,NA,7478305,640634,33029,NA,NA,NA,NA,NA,29484781,NA,NA,327,NA
PETERSON AFB (CO),SPACE OPS,2012,9577160,NA,7850277,449651,81971,NA,NA,NA,NA,NA,29191728,NA,NA,317,NA
PETERSON AFB (CO),SPACE OPS,2013,10310399,77548,8059793,485591,79924,NA,NA,NA,NA,NA,20915262,NA,NA,318,NA
PETERSON AFB (CO),SPACE OPS,2014,10530955,108811,9262965,486334,101880,NA,NA,NA,NA,NA,22829417,NA,NA,327,NA
PETERSON AFB (CO),SPACE SYS SPT,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3130575,NA,NA,NA,NA
PETERSON AFB (CO),SPACE SYS SPT,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408626,NA,NA,NA,NA
PETERSON AFB (CO),SPACE SYS SPT,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922110,NA,NA,NA,NA
PETERSON AFB (CO),SPACE SYS SPT,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194391,NA,NA,NA,NA
PETERSON AFB (CO),SPACE SYS SPT,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780239,NA,NA,NA,NA
PETERSON AFB (CO),SPACETRACK,1996,452411,NA,1540168,58004,634794,242722,NA,NA,NA,734541,61472346,NA,NA,19,NA
PETERSON AFB (CO),SPACETRACK,1997,299584,NA,1458849,68182,1684440,340138,NA,NA,NA,619986,64075942,NA,NA,18,NA
PETERSON AFB (CO),SPACETRACK,1998,437830,NA,1478733,164454,729950,424054,NA,NA,NA,556099,44365025,NA,NA,19,NA
PETERSON AFB (CO),SPACETRACK,1999,433403,NA,1297781,104207,593743,454618,NA,NA,NA,1142227,56007391,NA,NA,17,NA
PETERSON AFB (CO),SPACETRACK,2000,408802,NA,1386466,290936,201441,147321,NA,NA,NA,2230277,48547153,NA,NA,15,NA
PETERSON AFB (CO),SPACETRACK,2001,397879,NA,1718920,420202,1029797,314292,NA,NA,NA,5952864,57329637,NA,NA,13,NA
PETERSON AFB (CO),SPACETRACK,2002,489536,NA,2219271,429267,134790,537400,NA,NA,NA,NA,48616697,NA,NA,16,NA
PETERSON AFB (CO),SPACETRACK,2003,409601,NA,2559245,500826,1913178,900036,NA,NA,NA,NA,55664607,NA,NA,15,NA
PETERSON AFB (CO),SPACETRACK,2004,466058,NA,3362644,322319,2041283,1665918,NA,NA,NA,NA,92260280,NA,NA,25,NA
PETERSON AFB (CO),SPACETRACK,2005,866009,NA,3399131,1624702,1557293,1537825,NA,NA,NA,NA,85990223,NA,NA,30,NA
PETERSON AFB (CO),SPACETRACK,2006,498348,NA,4477243,1703786,2256013,1725520,NA,NA,NA,NA,69612249,NA,NA,16,NA
PETERSON AFB (CO),SPACETRACK,2007,NA,NA,110674,NA,NA,NA,NA,NA,NA,NA,110674,NA,NA,NA,NA
PETERSON AFB (CO),SPACETRACK,2009,39589,NA,NA,NA,NA,NA,NA,NA,NA,NA,39589,NA,NA,1,NA
PETERSON AFB (CO),TITAN,1997,82521,NA,NA,NA,NA,NA,NA,NA,NA,NA,82521,NA,NA,1,NA
PETERSON AFB (CO),TITAN,1999,69541,NA,NA,NA,NA,NA,NA,NA,NA,NA,69541,NA,NA,1,NA
PETERSON AFB (CO),TITAN,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77675,NA,NA,NA,NA
PETERSON AFB (CO),TITAN,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225768,NA,NA,NA,NA
POPE (NC),A-10,1996,21080995,44403892,8106640,26352974,8600080,16939911,NA,NA,NA,NA,128214241,30,31,1109,11134
POPE (NC),A-10,1997,22515326,51548449,9799183,41312000,10199963,21231659,NA,NA,NA,NA,160198990,46,47,1231,17751
POPE (NC),A-10,1998,22268571,47626906,7195044,43995429,11959915,23371741,NA,NA,NA,NA,159977348,44,47,1123,18816
POPE (NC),A-10,1999,21328679,43643386,8013288,41958468,9336123,27949517,NA,NA,NA,NA,155828210,46,49,1081,17214
POPE (NC),A-10,2000,23885337,44177473,8437040,42307472,9350567,25125250,NA,NA,NA,NA,156903042,46,49,1102,14663
POPE (NC),A-10,2001,21189074,45398595,9052367,46939618,9806719,32856080,NA,NA,NA,12396,168521692,49,49,1109,17454
POPE (NC),A-10,2002,23418294,59086413,9004940,44942674,9012270,22000821,NA,NA,NA,NA,172148655,47,48,1314,18831
POPE (NC),A-10,2003,22661400,64719314,7433420,48486825,9320098,25984362,NA,NA,NA,NA,181252268,45,48,1314,18111
POPE (NC),A-10,2004,22561976,69989640,8488025,41414961,9177801,27185592,NA,NA,NA,NA,182365321,43,45,1405,14578
POPE (NC),A-10,2005,20897852,68163513,9153947,53084427,8942506,19628408,NA,NA,NA,NA,183322389,42,43,1337,21349
POPE (NC),A-10,2006,19183697,63194013,9427307,44164541,11775315,31152226,NA,NA,NA,NA,182715191,39,43,1216,14407
POPE (NC),A-10,2007,17941795,55034074,6195102,44786750,5958380,18664291,NA,NA,NA,NA,152828667,38,44,1056,18262
POPE (NC),A-10,2008,9614141,5557312,2837902,3946573,518967,344335,NA,NA,NA,NA,25309229,4,5,248,892
POPE (NC),A-10,2009,9456431,162105,1715268,2242248,228558,368167,NA,NA,NA,NA,16839467,NA,NA,134,NA
POPE (NC),A-10,2010,10190277,NA,1268365,1836744,312864,239422,NA,NA,NA,NA,15642741,NA,NA,132,NA
POPE (NC),AC-130,1996,701846,NA,84375,NA,5147,NA,NA,NA,NA,NA,791368,NA,NA,12,NA
POPE (NC),AC-130,1997,873086,14895,200528,45440,59020,7867,NA,NA,NA,NA,1397945,NA,NA,17,NA
POPE (NC),AC-130,1998,NA,NA,NA,82437,102691,8057,NA,NA,NA,NA,355359,NA,NA,NA,NA
POPE (NC),AC-130,1999,NA,NA,4524,NA,NA,NA,NA,NA,NA,NA,4524,NA,NA,NA,NA
POPE (NC),AC-130,2000,NA,NA,42349,NA,NA,NA,NA,NA,NA,NA,42349,NA,NA,NA,NA
POPE (NC),AC-130,2001,NA,NA,56925,NA,NA,NA,NA,NA,NA,NA,56925,NA,NA,1,NA
POPE (NC),AC-130,2002,NA,NA,10399,NA,NA,NA,NA,NA,NA,NA,10399,NA,NA,NA,NA
POPE (NC),AT-38,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
POPE (NC),AT-38,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
POPE (NC),AT-38,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
POPE (NC),AT-38,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
POPE (NC),AT-38,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
POPE (NC),AT-38,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
POPE (NC),B-1,2004,NA,18471,NA,NA,NA,NA,NA,NA,NA,NA,18471,NA,NA,NA,NA
POPE (NC),B-52,1997,NA,17910,NA,NA,NA,NA,NA,NA,NA,NA,17910,NA,NA,NA,NA
POPE (NC),C-130,1996,38664008,42246791,4399348,53952173,10419061,32312505,NA,NA,NA,NA,188652936,32,33,1165,17440
POPE (NC),C-130,1997,38197680,43136347,4979301,46885266,10852826,26338285,NA,NA,NA,NA,176820271,31,33,1182,15970
POPE (NC),C-130,1998,39839189,44196607,7504569,47694059,8966116,38895658,NA,NA,NA,NA,193001044,30,33,1289,16948
POPE (NC),C-130,1999,38744092,41818278,9312836,42970971,12937246,32339216,NA,NA,NA,NA,185240991,33,33,1297,15749
POPE (NC),C-130,2000,39045533,42677905,10747828,46652427,10615300,39855374,NA,NA,NA,NA,197430605,33,33,1358,14240
POPE (NC),C-130,2001,37628046,45045372,11353742,48083305,11596155,43690856,NA,NA,NA,NA,206431235,32,33,1393,16136
POPE (NC),C-130,2002,40077700,52195694,12907569,53500579,11132220,44816516,NA,NA,NA,NA,221541227,29,33,1508,21720
POPE (NC),C-130,2003,39968583,55372340,10278938,69894116,9263204,48285715,NA,NA,NA,NA,237370869,26,30,1437,21625
POPE (NC),C-130,2004,45099383,60380475,8901133,56824634,7893576,55240044,NA,NA,NA,NA,237589555,27,29,1530,19460
POPE (NC),C-130,2005,46134374,61748886,10193451,50166272,10168450,40937798,NA,NA,NA,NA,222675265,28,31,1557,15955
POPE (NC),C-130,2006,41705774,55754565,13532198,57420666,8638104,40290209,NA,NA,NA,NA,221363552,25,29,1387,19116
POPE (NC),C-130,2007,37938692,61511757,15952507,57701447,10005565,40301138,NA,NA,NA,NA,226983439,32,27,1948,19238
POPE (NC),C-130,2008,26259098,38898556,17515319,32380912,7637443,25226192,NA,NA,NA,NA,150282946,22,26,1634,10416
POPE (NC),C-130,2009,20456718,28173393,14620364,25948805,4938797,10102375,NA,NA,NA,NA,106212418,13,16,1349,7436
POPE (NC),C-130,2010,21409211,24614885,14410015,20075871,4561716,10926494,NA,NA,NA,NA,98268377,13,16,1332,5879
POPE (NC),C-135,1996,NA,2376,NA,NA,NA,NA,NA,NA,NA,NA,2376,NA,NA,NA,NA
POPE (NC),C-137,2000,NA,NA,NA,NA,973,NA,NA,NA,NA,NA,1508,NA,NA,NA,NA
POPE (NC),C-141,1996,NA,2775466,110493,NA,NA,NA,NA,NA,NA,NA,2889425,NA,NA,52,NA
POPE (NC),C-141,1997,32305,3201933,77528,NA,NA,NA,NA,NA,NA,NA,3311766,NA,NA,56,NA
POPE (NC),C-141,1998,NA,2929198,NA,NA,NA,NA,NA,NA,NA,NA,2929198,NA,NA,50,NA
POPE (NC),C-141,1999,NA,2448070,NA,NA,NA,NA,NA,NA,NA,NA,2448070,NA,NA,40,NA
POPE (NC),C-141,2000,NA,2645220,NA,NA,NA,NA,NA,NA,NA,NA,2645220,NA,NA,42,NA
POPE (NC),C-141,2001,NA,2617283,NA,NA,NA,NA,NA,NA,NA,NA,2617283,NA,NA,42,NA
POPE (NC),C-141,2002,NA,2734576,NA,NA,NA,NA,NA,NA,NA,NA,2734576,NA,NA,40,NA
POPE (NC),C-141,2003,NA,1358012,NA,NA,NA,NA,NA,NA,NA,NA,1358012,NA,NA,18,NA
POPE (NC),C-141,2004,NA,507615,NA,NA,NA,NA,NA,NA,NA,NA,507615,NA,NA,7,NA
POPE (NC),C-141,2005,NA,753592,NA,NA,NA,NA,NA,NA,NA,NA,753592,NA,NA,10,NA
POPE (NC),C-17,1996,NA,419357,NA,NA,NA,NA,NA,NA,NA,NA,419879,NA,NA,9,NA
POPE (NC),C-17,1997,NA,326006,NA,NA,NA,NA,NA,NA,NA,NA,326006,NA,NA,7,NA
POPE (NC),C-17,1998,NA,430175,NA,NA,NA,NA,NA,NA,NA,NA,430175,NA,NA,8,NA
POPE (NC),C-17,1999,NA,653783,NA,NA,NA,NA,NA,NA,NA,NA,653783,NA,NA,11,NA
POPE (NC),C-17,2000,NA,659222,NA,NA,NA,NA,NA,NA,NA,NA,659222,NA,NA,11,NA
POPE (NC),C-17,2001,NA,868762,NA,NA,NA,NA,NA,NA,NA,NA,868762,NA,NA,13,NA
POPE (NC),C-17,2002,NA,884785,NA,NA,NA,NA,NA,NA,NA,NA,884785,NA,NA,13,NA
POPE (NC),C-17,2003,NA,2449130,NA,NA,NA,NA,NA,NA,NA,NA,2449130,NA,NA,32,NA
POPE (NC),C-17,2004,NA,3264611,NA,NA,NA,NA,NA,NA,NA,NA,3264611,NA,NA,43,NA
POPE (NC),C-17,2005,NA,3705386,NA,NA,NA,NA,NA,NA,NA,NA,3705386,NA,NA,50,NA
POPE (NC),C-17,2006,NA,4060355,NA,NA,NA,NA,NA,NA,NA,NA,4060355,NA,NA,52,NA
POPE (NC),C-17,2007,NA,4022179,NA,NA,NA,NA,NA,NA,NA,NA,4022179,NA,NA,53,NA
POPE (NC),C-17,2008,NA,7180793,NA,NA,NA,NA,NA,NA,NA,NA,7180793,NA,NA,98,NA
POPE (NC),C-17,2009,NA,7140087,NA,NA,NA,NA,NA,NA,NA,NA,7140087,NA,NA,88,NA
POPE (NC),C-17,2010,NA,5597955,NA,NA,NA,NA,NA,NA,NA,NA,5597955,NA,NA,68,NA
POPE (NC),C-20,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4549,NA,NA,NA,NA
POPE (NC),C-21,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
POPE (NC),C-21,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28231,NA,NA,NA,NA
POPE (NC),C-32,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2141,NA,NA,NA,NA
POPE (NC),C-37,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1338,NA,NA,NA,NA
POPE (NC),C-5,1996,NA,2916830,54538,NA,NA,NA,NA,NA,NA,NA,2972990,NA,NA,50,NA
