Base,MD,FY,Manpower_Ops,Manpower_Mx,Manpower_Support_Staff,Operating_Material,Mx_Consumables,Mx_DLR,Mx_Depot_AC,Mx_Depot_Missile,Mx_Depot_Engine,CLS,Total_O.S,Avg_Inv,TAI,End_Strength,FH
PETERSON AFB (CO),TRNG SPT,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA
PETERSON AFB (CO),TRNG SPT,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
PETERSON AFB (CO),TRNG SPT,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5181,NA,NA,NA,NA
PETERSON AFB (CO),TRNG SPT,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2989,NA,NA,NA,NA
PETERSON AFB (CO),WEATHER SERVICE,1996,NA,NA,598161,11864,9534,12919,NA,NA,NA,NA,3101129,NA,NA,25,NA
PETERSON AFB (CO),WEATHER SERVICE,1997,NA,NA,912048,15866,2109,4034,NA,NA,NA,NA,3289003,NA,NA,26,NA
PETERSON AFB (CO),WEATHER SERVICE,1998,NA,NA,632884,57493,6167,9800,NA,NA,NA,NA,5629231,NA,NA,25,NA
PETERSON AFB (CO),WEATHER SERVICE,1999,NA,NA,328894,158331,3581,8949,NA,NA,NA,3426221,7444171,NA,NA,21,NA
PETERSON AFB (CO),WEATHER SERVICE,2000,NA,NA,511646,96481,30868,14950,NA,NA,NA,3182572,8302975,NA,NA,25,NA
PETERSON AFB (CO),WEATHER SERVICE,2001,NA,NA,622877,593952,73846,16312,NA,NA,NA,1540089,7088847,NA,NA,25,NA
PETERSON AFB (CO),WEATHER SERVICE,2002,NA,NA,1011235,73299,19850,41223,NA,NA,NA,1289614,5153228,NA,NA,22,NA
PETERSON AFB (CO),WEATHER SERVICE,2003,NA,NA,1066812,52683,1691,4228,NA,NA,NA,1494904,6876208,NA,NA,20,NA
PETERSON AFB (CO),WEATHER SERVICE,2004,NA,NA,728461,83204,263,2580,NA,NA,NA,358829,4244988,NA,NA,17,NA
PETERSON AFB (CO),WEATHER SERVICE,2005,NA,NA,733738,67171,29,2603,NA,NA,NA,565130,6987517,NA,NA,48,NA
PETERSON AFB (CO),WEATHER SERVICE,2006,NA,NA,1024877,53465,29,NA,NA,NA,NA,7654569,12749045,NA,NA,47,NA
PETERSON AFB (CO),WEATHER SERVICE,2007,NA,NA,855297,50013,NA,NA,NA,NA,NA,3981610,8517936,NA,NA,51,NA
PETERSON AFB (CO),WEATHER SERVICE,2008,NA,NA,585627,35047,NA,NA,NA,NA,NA,3966787,6443990,NA,NA,40,NA
PETERSON AFB (CO),WEATHER SERVICE,2009,NA,NA,576461,58374,NA,NA,NA,NA,NA,4953791,7856245,NA,NA,44,NA
PETERSON AFB (CO),WEATHER SERVICE,2010,NA,NA,506850,150798,NA,NA,NA,NA,NA,5392742,9318162,NA,NA,39,NA
PETERSON AFB (CO),WEATHER SERVICE,2011,NA,NA,442760,36015,NA,NA,NA,NA,NA,5519861,7332980,NA,NA,13,NA
PETERSON AFB (CO),WEATHER SERVICE,2012,NA,NA,449711,110536,NA,NA,NA,NA,NA,5105838,6614127,NA,NA,14,NA
PETERSON AFB (CO),WEATHER SERVICE,2013,NA,NA,337485,38089,NA,NA,NA,NA,NA,5022512,6372311,NA,NA,13,NA
PETERSON AFB (CO),WEATHER SERVICE,2014,NA,NA,192573,27270,NA,NA,NA,NA,NA,6196858,7139952,NA,NA,12,NA
PETERSON AFB (CO),WEATHER WARNING,2009,NA,NA,23274,NA,NA,NA,NA,NA,NA,NA,23274,NA,NA,NA,NA
PETERSON AFB (CO),WEATHER WARNING,2010,NA,NA,86809,NA,NA,NA,NA,NA,NA,NA,86809,NA,NA,1,NA
PETERSON AFB (CO),WEATHER WARNING,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,991912,NA,NA,NA,NA
PETERSON AFB (CO),AFSCN,1996,3640334,NA,1251646,809604,546417,56256,NA,NA,NA,NA,50454886,NA,NA,37,NA
PETERSON AFB (CO),AFSCN,1997,3661991,NA,591952,21921,26112,NA,NA,NA,NA,NA,53139888,NA,NA,39,NA
PETERSON AFB (CO),AFSCN,1998,3022157,NA,522144,108839,8605,NA,NA,NA,NA,NA,49513763,NA,NA,32,NA
PETERSON AFB (CO),AFSCN,1999,2387324,NA,1039175,41653,352,NA,NA,NA,NA,NA,61570704,NA,NA,38,NA
PETERSON AFB (CO),AFSCN,2000,1668766,NA,121483,59814,NA,NA,NA,NA,NA,NA,47582005,NA,NA,20,NA
PETERSON AFB (CO),AFSCN,2001,1723500,NA,40575,86824,NA,NA,NA,NA,NA,NA,54651055,NA,NA,16,NA
PETERSON AFB (CO),AFSCN,2002,1494084,3282,288076,87588,NA,NA,NA,NA,NA,NA,77211775,NA,NA,20,NA
PETERSON AFB (CO),AFSCN,2003,2300598,166130,450301,-21094,NA,NA,NA,NA,NA,NA,66609558,NA,NA,31,NA
PETERSON AFB (CO),AFSCN,2004,2565871,252713,162957,36210,NA,NA,NA,NA,NA,NA,110079538,NA,NA,32,NA
PETERSON AFB (CO),AFSCN,2005,2621049,24926,160288,48005,NA,NA,NA,NA,NA,NA,100739699,NA,NA,30,NA
PETERSON AFB (CO),AFSCN,2006,2769370,NA,239339,73546,NA,NA,NA,NA,NA,NA,92808195,NA,NA,31,NA
PETERSON AFB (CO),AFSCN,2007,2446790,NA,400311,82682,NA,NA,NA,NA,NA,NA,89380041,NA,NA,30,NA
PETERSON AFB (CO),AFSCN,2008,590453,NA,491730,165628,NA,NA,NA,NA,NA,NA,71264446,NA,NA,11,NA
PETERSON AFB (CO),AFSCN,2009,NA,NA,321849,64268,NA,NA,NA,NA,NA,NA,81704272,NA,NA,4,NA
PETERSON AFB (CO),AFSCN,2010,NA,NA,565925,51876,NA,NA,NA,NA,NA,NA,79067375,NA,NA,6,NA
PETERSON AFB (CO),AFSCN,2011,NA,NA,606350,62300,NA,NA,NA,NA,NA,NA,69661673,NA,NA,5,NA
PETERSON AFB (CO),AFSCN,2012,NA,NA,154710,63468,NA,NA,NA,NA,NA,NA,69918896,NA,NA,2,NA
PETERSON AFB (CO),AFSCN,2013,NA,NA,397539,24154,NA,611400,NA,NA,NA,6088400,61949697,NA,NA,1,NA
PETERSON AFB (CO),AFSCN,2014,NA,NA,1127601,28900,NA,NA,NA,NA,NA,11849050,57818081,NA,NA,2,NA
PETERSON AFB (CO),BMEWS,1996,NA,NA,54538,1149753,735077,75073,NA,NA,NA,808677,37484817,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,1997,159209,NA,NA,NA,475764,964812,NA,NA,NA,1181953,40068897,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,1998,159003,NA,NA,NA,190406,567059,NA,NA,NA,2420623,35566737,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,1999,254514,NA,NA,NA,207288,407178,NA,NA,NA,1301693,39244888,NA,NA,2,NA
PETERSON AFB (CO),BMEWS,2000,187928,NA,NA,NA,581253,803906,NA,NA,NA,1356258,87874909,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2001,200496,NA,NA,673884,1187604,746708,NA,NA,NA,1500301,87339496,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2002,165322,NA,NA,NA,749949,882897,NA,NA,NA,NA,71071861,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2003,165213,NA,NA,15827,1583806,417910,NA,NA,NA,NA,75125865,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2004,163475,NA,NA,8220,695460,695448,NA,NA,NA,NA,81719423,NA,NA,2,NA
PETERSON AFB (CO),BMEWS,2005,164872,NA,NA,7619,875442,392703,NA,NA,NA,NA,84485848,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2006,168688,NA,NA,3549,421255,399596,NA,NA,NA,NA,123369686,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2007,161253,NA,NA,NA,991337,160960,NA,NA,NA,NA,103560721,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2008,168514,NA,NA,62100,730859,-44610,NA,NA,NA,NA,36275948,NA,NA,2,NA
PETERSON AFB (CO),BMEWS,2009,174492,NA,NA,43009,861778,99543,NA,NA,NA,NA,41838899,NA,NA,2,NA
PETERSON AFB (CO),BMEWS,2010,169590,NA,NA,148762,459902,133967,NA,NA,NA,NA,36520548,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2011,168577,NA,NA,117510,412433,213680,NA,NA,NA,NA,36578517,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2012,190018,NA,NA,29439,398178,295990,NA,NA,NA,NA,37852814,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2013,166750,NA,NA,17070,316014,1347030,NA,NA,NA,NA,37917319,NA,NA,1,NA
PETERSON AFB (CO),BMEWS,2014,169078,NA,NA,9096106,360826,-1178277,NA,NA,NA,NA,77058201,NA,NA,2,NA
PETERSON AFB (CO),CHEYENNE MTN,1996,NA,NA,14354806,1549090,1229321,630836,NA,NA,NA,3860271,56952475,NA,NA,229,NA
PETERSON AFB (CO),CHEYENNE MTN,1997,NA,NA,13685580,1153733,1027962,791374,NA,NA,NA,5816143,53819961,NA,NA,219,NA
PETERSON AFB (CO),CHEYENNE MTN,1998,NA,NA,11617313,1120125,748554,914209,NA,NA,NA,9185983,54508665,NA,NA,223,NA
PETERSON AFB (CO),CHEYENNE MTN,1999,238929,NA,11122252,1692121,236724,278025,NA,NA,NA,10264234,47364098,NA,NA,218,NA
PETERSON AFB (CO),CHEYENNE MTN,2000,331406,NA,10252036,2281609,94694,15720,NA,NA,NA,8291822,45471804,NA,NA,206,NA
PETERSON AFB (CO),CHEYENNE MTN,2001,83478,NA,8487196,2410177,190566,270847,NA,NA,NA,NA,51187215,NA,NA,211,NA
PETERSON AFB (CO),CHEYENNE MTN,2002,53958,NA,7263982,1084210,79437,716268,NA,NA,NA,NA,66688723,NA,NA,213,NA
PETERSON AFB (CO),CHEYENNE MTN,2003,NA,NA,6848276,990892,29490,756219,NA,NA,NA,NA,60884566,NA,NA,89,NA
PETERSON AFB (CO),CHEYENNE MTN,2004,NA,NA,7895986,858869,4252,592292,NA,NA,NA,NA,53243316,NA,NA,94,NA
PETERSON AFB (CO),CHEYENNE MTN,2005,NA,NA,8936859,1452759,49036,334414,NA,NA,NA,NA,61855684,NA,NA,119,NA
PETERSON AFB (CO),CHEYENNE MTN,2006,NA,NA,9729608,1031165,34212,617279,NA,NA,NA,NA,60330769,NA,NA,100,NA
PETERSON AFB (CO),CHEYENNE MTN,2007,NA,NA,10135780,886526,10132,329201,NA,NA,NA,NA,50700754,NA,NA,114,NA
PETERSON AFB (CO),CHEYENNE MTN,2008,NA,NA,9243997,823401,6998,260773,NA,NA,NA,NA,45533958,NA,NA,113,NA
PETERSON AFB (CO),CHEYENNE MTN,2009,NA,NA,10185638,921684,930,3950,NA,NA,NA,NA,50881613,NA,NA,105,NA
PETERSON AFB (CO),CHEYENNE MTN,2010,NA,NA,15304337,761111,7007,NA,NA,NA,NA,NA,50347580,NA,NA,83,NA
PETERSON AFB (CO),CHEYENNE MTN,2011,NA,NA,16579612,961260,1122,3857,NA,NA,NA,NA,49013029,NA,NA,88,NA
PETERSON AFB (CO),CHEYENNE MTN,2012,NA,NA,10516446,616504,NA,14640,NA,NA,NA,NA,34117522,NA,NA,97,NA
PETERSON AFB (CO),CHEYENNE MTN,2013,NA,NA,7574739,436401,NA,4686,NA,NA,NA,NA,22715451,NA,NA,101,NA
PETERSON AFB (CO),CHEYENNE MTN,2014,NA,NA,4947029,389942,NA,NA,NA,NA,NA,NA,20907082,NA,NA,99,NA
PETERSON AFB (CO),DEF MET SAT,1996,NA,NA,72753,18540,679,2126,NA,NA,NA,NA,3652800,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,1997,41058,NA,NA,6003,1176,12517,NA,NA,NA,NA,6874219,NA,NA,1,NA
PETERSON AFB (CO),DEF MET SAT,1998,NA,NA,NA,103760,-533,532987,NA,NA,NA,NA,7816167,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,1999,NA,NA,NA,36133,-248,102277,NA,NA,NA,NA,14367891,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2000,NA,NA,NA,101256,158183,120789,NA,NA,NA,NA,13931172,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11708952,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9088903,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11669654,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12994751,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13405350,NA,NA,1,NA
PETERSON AFB (CO),DEF MET SAT,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12646503,NA,NA,1,NA
PETERSON AFB (CO),DEF MET SAT,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12344053,NA,NA,1,NA
PETERSON AFB (CO),DEF MET SAT,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12586145,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13240135,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17644032,NA,NA,1,NA
PETERSON AFB (CO),DEF MET SAT,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22590059,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19247853,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17795353,NA,NA,NA,NA
PETERSON AFB (CO),DEF MET SAT,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16689604,NA,NA,NA,NA
PETERSON AFB (CO),DSCS,1996,NA,NA,1925860,1584,13949,NA,NA,NA,NA,2579066,17890080,NA,NA,31,NA
PETERSON AFB (CO),DSCS,1997,NA,NA,1891639,3743,10683,823519,NA,NA,NA,1629596,21441976,NA,NA,30,NA
PETERSON AFB (CO),DSCS,1998,NA,NA,1462323,NA,10001,1424844,NA,NA,NA,800521,27603020,NA,NA,25,NA
PETERSON AFB (CO),DSCS,1999,NA,NA,958609,NA,46836,531723,NA,NA,NA,1178844,25757681,NA,NA,16,NA
PETERSON AFB (CO),DSCS,2000,NA,NA,651805,5880,NA,241679,NA,NA,NA,3435702,30108488,NA,NA,12,NA
PETERSON AFB (CO),DSCS,2001,NA,NA,706879,7717,NA,118744,NA,NA,NA,4044120,37020839,NA,NA,11,NA
PETERSON AFB (CO),DSCS,2002,NA,NA,1928973,14040,48263,40681,NA,NA,NA,3264885,39369484,NA,NA,32,NA
PETERSON AFB (CO),DSCS,2003,NA,NA,2421759,11420,-499,78510,NA,NA,NA,3511535,39308487,NA,NA,35,NA
PETERSON AFB (CO),DSCS,2004,NA,NA,4402827,43618,7474,130156,NA,NA,NA,19020767,90613449,NA,NA,54,NA
PETERSON AFB (CO),DSCS,2005,NA,NA,2852734,100901,51567,137830,NA,NA,NA,31969716,107269814,NA,NA,37,NA
PETERSON AFB (CO),DSCS,2006,NA,NA,3486650,118922,61519,350781,NA,NA,NA,49298995,119261045,NA,NA,52,NA
PETERSON AFB (CO),DSCS,2007,NA,NA,3362102,41064,66894,399929,NA,NA,NA,40194288,100455636,NA,NA,54,NA
PETERSON AFB (CO),DSCS,2008,NA,NA,1154813,108701,25512,523325,NA,NA,NA,67659902,128559565,NA,1,55,NA
PETERSON AFB (CO),DSCS,2009,NA,NA,1635246,65075,13153,363053,NA,NA,NA,68922510,127509484,NA,1,50,NA
PETERSON AFB (CO),DSCS,2010,NA,NA,1699413,58865,26060,732999,NA,NA,NA,74253418,128863998,NA,3,50,NA
PETERSON AFB (CO),DSCS,2011,NA,NA,1519782,170185,156033,1516268,NA,NA,NA,76030759,138411573,NA,3,50,NA
PETERSON AFB (CO),DSCS,2012,NA,NA,1223205,107928,60605,1002526,NA,NA,NA,42877609,113837591,NA,3,14,NA
PETERSON AFB (CO),DSCS,2013,NA,NA,1061139,44265,63810,133513,NA,NA,NA,52253704,104254849,NA,4,15,NA
PETERSON AFB (CO),DSCS,2014,NA,NA,562915,117885,121311,710951,NA,NA,NA,79479070,121090487,NA,4,14,NA
PETERSON AFB (CO),E SPACE LNCH FAC,1996,NA,NA,NA,1398,NA,NA,NA,NA,NA,NA,5836394,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,1997,39802,NA,NA,41652,1184557,12540,NA,NA,NA,NA,17428033,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,1998,NA,NA,NA,21901,53695,NA,NA,NA,NA,NA,5507169,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,1999,NA,NA,NA,34876,1407,NA,NA,NA,NA,NA,5613488,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10383049,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34492286,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2002,NA,NA,3360,NA,NA,NA,NA,NA,NA,NA,35606470,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2003,NA,NA,NA,19529,NA,NA,NA,NA,NA,NA,27376449,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2004,NA,NA,NA,38783,NA,NA,NA,NA,NA,NA,39983971,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2005,NA,NA,NA,55911,20756,NA,NA,NA,NA,NA,35045947,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2006,NA,NA,NA,57013,NA,NA,NA,NA,NA,NA,45208487,NA,NA,1,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2007,NA,NA,NA,63357,NA,NA,NA,NA,NA,NA,38225436,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2008,NA,NA,NA,65485,20463,NA,NA,NA,NA,NA,36244327,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2009,NA,NA,NA,99540,30513,NA,NA,NA,NA,NA,39519140,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2010,NA,NA,NA,69763,24585,NA,NA,NA,NA,8805919,38255310,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2011,NA,NA,NA,76740,16800,NA,NA,NA,NA,9133092,48925286,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2012,NA,NA,NA,94832,16336,NA,NA,NA,NA,13251750,43994551,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2013,NA,NA,NA,34447,15931,162479,NA,NA,NA,10936536,58117067,NA,NA,NA,NA
PETERSON AFB (CO),E SPACE LNCH FAC,2014,NA,NA,NA,127851,15000,NA,NA,NA,NA,5973552,53207612,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2000,NA,NA,NA,44947,NA,NA,NA,NA,NA,NA,1483530,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2001,NA,NA,NA,25361,NA,NA,NA,NA,NA,NA,2926636,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2002,NA,NA,NA,68843,NA,NA,NA,NA,NA,NA,5158671,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2003,NA,NA,NA,89335,NA,NA,NA,NA,NA,NA,12414639,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2004,NA,NA,NA,15090,NA,NA,NA,NA,NA,NA,4801198,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2005,NA,NA,NA,145599,NA,NA,NA,NA,NA,NA,5733097,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2006,NA,NA,NA,80882,NA,NA,NA,NA,NA,NA,5241455,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2007,NA,NA,NA,37398,NA,NA,NA,NA,NA,NA,3646433,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2008,NA,NA,NA,41829,NA,NA,NA,NA,NA,NA,3906643,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2009,241124,NA,NA,53823,NA,NA,NA,NA,NA,NA,5501879,NA,NA,2,NA
PETERSON AFB (CO),EELV,2010,136664,NA,NA,47931,NA,NA,NA,NA,NA,NA,3835515,NA,NA,2,NA
PETERSON AFB (CO),EELV,2011,35737,NA,NA,38174,NA,NA,NA,NA,NA,NA,4334065,NA,NA,NA,NA
PETERSON AFB (CO),EELV,2012,188341,NA,NA,19048,NA,NA,NA,NA,NA,NA,4696629,NA,NA,2,NA
PETERSON AFB (CO),EELV,2013,83375,NA,NA,6493,NA,NA,NA,NA,NA,NA,2206280,NA,NA,1,NA
PETERSON AFB (CO),EELV,2014,NA,NA,NA,15878,NA,NA,NA,NA,NA,NA,1111183,NA,NA,NA,NA
PETERSON AFB (CO),GPS,1996,NA,NA,177728,104048,489,NA,NA,NA,NA,682616,12526883,NA,NA,NA,NA
PETERSON AFB (CO),GPS,1997,32305,NA,264769,6063,NA,NA,NA,NA,NA,489841,10711069,NA,NA,NA,NA
PETERSON AFB (CO),GPS,1998,NA,NA,319753,NA,-94,NA,NA,NA,NA,626553,13972798,NA,NA,NA,NA
PETERSON AFB (CO),GPS,1999,NA,NA,NA,67,NA,NA,NA,NA,NA,1230847,6983803,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2000,NA,NA,NA,NA,104,NA,NA,NA,NA,1326921,12483330,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2001,NA,NA,NA,41050,NA,NA,NA,NA,NA,3708489,13644160,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2002,NA,NA,321830,37470,NA,NA,NA,NA,NA,2833124,11757136,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2003,NA,NA,329720,30649,NA,NA,NA,NA,NA,1826109,13031951,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2004,NA,NA,NA,150608,NA,NA,NA,NA,NA,1155381,16874006,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2005,NA,NA,NA,105938,NA,NA,NA,NA,NA,2995219,33816953,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2006,NA,NA,NA,115320,NA,NA,NA,NA,NA,2519161,35212148,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2007,NA,NA,NA,57952,NA,NA,NA,NA,NA,1854120,28227633,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2008,NA,NA,NA,115909,NA,NA,NA,NA,NA,2624406,35713428,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2009,NA,NA,NA,120604,NA,NA,NA,NA,NA,2726263,35237992,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2010,NA,NA,NA,116975,NA,NA,NA,NA,NA,2624750,45863624,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2011,NA,NA,NA,105530,NA,NA,NA,NA,NA,2943672,48503690,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2012,NA,NA,NA,153589,NA,NA,NA,NA,NA,38538145,49038426,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2013,NA,NA,NA,86479,NA,NA,NA,NA,NA,39595328,45541333,NA,NA,NA,NA
PETERSON AFB (CO),GPS,2014,NA,NA,NA,47516,NA,NA,NA,NA,NA,33019782,41082864,NA,NA,NA,NA
PETERSON AFB (CO),IUS,1996,226050,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222191,NA,NA,24,NA
PETERSON AFB (CO),IUS,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098869,NA,NA,25,NA
PETERSON AFB (CO),IUS,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175965,NA,NA,27,NA
PETERSON AFB (CO),IUS,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879006,NA,NA,25,NA
PETERSON AFB (CO),IUS,2000,1778302,NA,NA,NA,NA,NA,NA,NA,NA,NA,2744205,NA,NA,25,NA
PETERSON AFB (CO),IUS,2001,2812795,NA,NA,NA,NA,NA,NA,NA,NA,NA,3481759,NA,NA,26,NA
PETERSON AFB (CO),IUS,2002,3173512,NA,NA,NA,NA,NA,NA,NA,NA,NA,4083127,NA,NA,27,NA
PETERSON AFB (CO),IUS,2003,2626156,NA,NA,NA,NA,NA,NA,NA,NA,NA,3538792,NA,NA,24,NA
PETERSON AFB (CO),IUS,2004,2928931,NA,NA,NA,NA,NA,NA,NA,NA,NA,3867560,NA,NA,24,NA
PETERSON AFB (CO),IUS,2005,2766620,NA,NA,NA,NA,NA,NA,NA,NA,NA,3515529,NA,NA,24,NA
PETERSON AFB (CO),IUS,2006,2338513,NA,NA,NA,NA,NA,NA,NA,NA,NA,3004621,NA,NA,20,NA
PETERSON AFB (CO),IUS,2007,1945901,NA,NA,NA,NA,NA,NA,NA,NA,NA,2474306,NA,NA,16,NA
PETERSON AFB (CO),IUS,2008,407897,NA,NA,NA,NA,NA,NA,NA,NA,NA,962613,NA,NA,3,NA
PETERSON AFB (CO),IUS,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374226,NA,NA,NA,NA
PETERSON AFB (CO),IUS,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247488,NA,NA,NA,NA
PETERSON AFB (CO),IUS,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233460,NA,NA,NA,NA
PETERSON AFB (CO),IUS,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172588,NA,NA,NA,NA
PETERSON AFB (CO),IUS,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181816,NA,NA,NA,NA
PETERSON AFB (CO),IUS,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83950,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143924,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,1997,72108,NA,NA,NA,NA,NA,NA,NA,NA,NA,3796162,NA,NA,1,NA
PETERSON AFB (CO),LAUNCH RANGE,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2306982,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790945,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018478,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3959226,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016463,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,2003,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,-3076027,NA,NA,NA,NA
PETERSON AFB (CO),LAUNCH RANGE,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16233831,NA,NA,NA,NA
